timestamp,GHI,temperature,cloud_cover,generation_fraction
2022-01-12 07:00:00+00:00,773.65,29.85,0.2206,0.571795044375
2022-01-12 08:00:00+00:00,667.62,30.31,0.1478,0.49273861005
2022-01-12 09:00:00+00:00,517.35,30.42,0.24420000000000003,0.38170341674999997
2022-01-12 10:00:00+00:00,348.2,29.95,0.2155,0.25727192249999997
2022-01-12 11:00:00+00:00,160.77,28.85,0.1547,0.11918482987500002
2022-01-12 12:00:00+00:00,14.07,27.43,0.1284,0.010475572275000001
2022-01-13 01:00:00+00:00,16.58,19.0,0.1631,0.012658829999999998
2022-01-13 02:00:00+00:00,161.75,20.59,0.2161,0.12291746437500001
2022-01-13 03:00:00+00:00,330.58,23.05,0.2763,0.24938541974999998
2022-01-13 04:00:00+00:00,514.15,25.58,0.3467,0.38494153425000005
2022-01-13 05:00:00+00:00,693.95,27.7,0.133,0.5162467537500001
2022-01-13 06:00:00+00:00,841.1,29.26,0.0919,0.6227630565000001
2022-01-13 07:00:00+00:00,833.83,30.26,0.10949999999999999,0.6155041219500001
2022-01-13 08:00:00+00:00,744.75,30.86,0.2091,0.54874297125
2022-01-13 09:00:00+00:00,600.8,31.11,0.08349999999999999,0.442340502
2022-01-13 10:00:00+00:00,402.4,30.83,0.0697,0.296521518
2022-01-13 11:00:00+00:00,181.68,29.38,0.016200000000000003,0.1344695436
2022-01-13 12:00:00+00:00,16.15,27.05,0.0467,0.012038008124999998
2022-01-14 01:00:00+00:00,21.75,16.95,0.1106,0.016706446875
2022-01-14 02:00:00+00:00,210.15,19.3,0.0662,0.16030767374999996
2022-01-14 03:00:00+00:00,431.65,22.99,0.06570000000000001,0.325689637125
2022-01-14 04:00:00+00:00,633.45,25.6,0.0681,0.4742323425
2022-01-14 05:00:00+00:00,773.7,27.56,0.0858,0.5758184880000001
2022-01-14 06:00:00+00:00,830.33,29.14,0.0966,0.61501297605
2022-01-14 07:00:00+00:00,807.78,30.3,0.2609,0.5962022234999999
2022-01-14 08:00:00+00:00,695.7,31.04,0.4447,0.5123204370000001
2022-01-14 09:00:00+00:00,585.12,31.3,0.24789999999999998,0.43054592399999997
2022-01-14 10:00:00+00:00,402.1,30.99,0.1991,0.29615569725
2022-01-14 11:00:00+00:00,192.65,29.36,0.1401,0.14259760350000003
2022-01-14 12:00:00+00:00,19.02,25.9,0.066,0.014226484499999999
2022-01-15 01:00:00+00:00,20.1,17.51,0.0809,0.01541373525
2022-01-15 02:00:00+00:00,201.88,19.53,0.051699999999999996,0.15389463809999998
2022-01-15 03:00:00+00:00,414.27,23.3,0.0904,0.31228708275
2022-01-15 04:00:00+00:00,596.9,26.06,0.1027,0.4462513935
2022-01-15 05:00:00+00:00,729.72,27.73,0.10210000000000001,0.5428076949
2022-01-15 06:00:00+00:00,791.88,29.05,0.32299999999999995,0.5866939935000001
2022-01-15 07:00:00+00:00,726.92,29.89,0.6058,0.5371920627000001
2022-01-15 08:00:00+00:00,649.12,30.49,0.5799,0.47882174520000004
2022-01-15 09:00:00+00:00,531.0,30.49,0.40590000000000004,0.3916908225
2022-01-15 10:00:00+00:00,343.88,30.02,0.3766,0.25402587540000005
2022-01-15 11:00:00+00:00,166.2,28.93,0.3336,0.1231803765
2022-01-15 12:00:00+00:00,16.65,26.37,0.289,0.012436176374999998
2022-01-16 01:00:00+00:00,16.77,19.76,0.3347,0.0127752183
2022-01-16 02:00:00+00:00,155.25,21.71,0.41159999999999997,0.117586738125
2022-01-16 03:00:00+00:00,321.88,24.04,0.4965,0.2421052608
2022-01-16 04:00:00+00:00,498.7,26.21,0.5542,0.37266728925
2022-01-16 05:00:00+00:00,663.35,27.97,0.3519,0.49307966362500005
2022-01-16 06:00:00+00:00,668.88,29.26,0.7012,0.4952487852
2022-01-16 07:00:00+00:00,733.1,29.91,0.8353,0.54172607775
2022-01-16 08:00:00+00:00,627.08,30.02,0.5478000000000001,0.4632271314000001
2022-01-16 09:00:00+00:00,525.05,29.88,0.3703,0.388022451
2022-01-16 10:00:00+00:00,322.33,28.92,0.3599,0.2389045494
2022-01-16 11:00:00+00:00,153.75,27.5,0.32409999999999994,0.11444765625
2022-01-16 12:00:00+00:00,15.73,25.3,0.3235,0.01178688225
2022-01-17 01:00:00+00:00,14.8,19.96,0.0911,0.011267832
2022-01-17 02:00:00+00:00,140.93,21.76,0.1072,0.1067248797
2022-01-17 03:00:00+00:00,317.73,23.87,0.2021,0.239105328525
2022-01-17 04:00:00+00:00,526.83,25.84,0.2581,0.39412679130000006
2022-01-17 05:00:00+00:00,641.55,27.47,0.3617,0.47759708587499994
2022-01-17 06:00:00+00:00,794.42,28.51,0.2751,0.58954106805
2022-01-17 07:00:00+00:00,781.42,29.21,0.31370000000000003,0.5786629990500001
2022-01-17 08:00:00+00:00,649.05,29.32,0.3957,0.48047873399999996
2022-01-17 09:00:00+00:00,538.62,28.98,0.2655,0.39914165790000006
2022-01-17 10:00:00+00:00,349.3,28.2,0.21420000000000003,0.25946004
2022-01-17 11:00:00+00:00,162.12,26.79,0.11689999999999999,0.1209370617
2022-01-17 12:00:00+00:00,16.67,24.33,0.073,0.012527630025
2022-01-18 01:00:00+00:00,16.6,18.56,0.22469999999999998,0.012690534
2022-01-18 02:00:00+00:00,171.07,20.51,0.15689999999999998,0.130030734675
2022-01-18 03:00:00+00:00,380.1,22.87,0.16140000000000002,0.28689662925
2022-01-18 04:00:00+00:00,581.25,25.13,0.1291,0.435767484375
2022-01-18 05:00:00+00:00,728.35,26.79,0.1895,0.5433290703750001
2022-01-18 06:00:00+00:00,778.08,27.97,0.06849999999999999,0.5783604804
2022-01-18 07:00:00+00:00,693.08,28.64,0.4858,0.5141336747999999
2022-01-18 08:00:00+00:00,659.45,29.02,0.2384,0.4886227747500001
2022-01-18 09:00:00+00:00,485.55,28.85,0.2622,0.3599564231250001
2022-01-18 10:00:00+00:00,281.1,28.26,0.2054,0.2087631315
2022-01-18 11:00:00+00:00,120.72,26.98,0.18350000000000002,0.09000219239999999
2022-01-18 12:00:00+00:00,13.2,24.17,0.1534,0.009924651
2022-01-19 01:00:00+00:00,16.17,17.48,0.037200000000000004,0.012401096399999999
2022-01-19 02:00:00+00:00,175.85,19.7,0.037200000000000004,0.13398451125
2022-01-19 03:00:00+00:00,373.73,23.28,0.037200000000000004,0.2817438351
2022-01-19 04:00:00+00:00,569.78,25.83,0.037200000000000004,0.42627093585
2022-01-19 05:00:00+00:00,720.0,27.6,0.0868,0.535788
2022-01-19 06:00:00+00:00,819.33,28.76,0.1353,0.6075659682000001
2022-01-19 07:00:00+00:00,760.72,29.5,0.2565,0.56283771
2022-01-19 08:00:00+00:00,636.58,29.88,0.39189999999999997,0.47044535160000006
2022-01-19 09:00:00+00:00,590.62,29.92,0.1654,0.43642683660000003
2022-01-19 10:00:00+00:00,396.65,29.3,0.1286,0.29364991125
2022-01-19 11:00:00+00:00,181.5,27.66,0.0834,0.13503872249999999
2022-01-19 12:00:00+00:00,18.75,23.67,0.054299999999999994,0.014118609374999997
2022-01-20 01:00:00+00:00,17.85,16.29,0.0074,0.013737315375
2022-01-20 02:00:00+00:00,188.52,19.61,0.005600000000000001,0.14367627630000002
2022-01-20 03:00:00+00:00,408.92,23.74,0.0037,0.30784928819999996
2022-01-20 04:00:00+00:00,611.7,27.14,0.0019,0.45582966450000006
2022-01-20 05:00:00+00:00,761.35,28.82,0.0,0.5644686967499999
2022-01-20 06:00:00+00:00,872.05,30.0,0.0,0.6442269375
2022-01-20 07:00:00+00:00,873.4,30.82,0.0,0.6436128269999999
2022-01-20 08:00:00+00:00,799.7,31.2,0.0,0.5886191850000001
2022-01-20 09:00:00+00:00,651.83,31.17,0.0019,0.47982347002500003
2022-01-20 10:00:00+00:00,449.23,30.65,0.0037,0.331211663625
2022-01-20 11:00:00+00:00,215.85,28.98,0.005600000000000001,0.15995456325
2022-01-20 12:00:00+00:00,23.27,25.16,0.0074,0.0174441228
2022-01-21 01:00:00+00:00,19.52,16.42,0.031400000000000004,0.015016833600000001
2022-01-21 02:00:00+00:00,201.3,18.89,0.0209,0.15374237175
2022-01-21 03:00:00+00:00,430.65,22.96,0.0105,0.32496418349999995
2022-01-21 04:00:00+00:00,635.1,27.33,0.0,0.47299548825000004
2022-01-21 05:00:00+00:00,782.15,30.1,0.0016,0.57763732875
2022-01-21 06:00:00+00:00,867.15,31.82,0.0031,0.63705608325
2022-01-21 07:00:00+00:00,869.58,32.89,0.004699999999999999,0.6367477810500001
2022-01-21 08:00:00+00:00,795.78,33.32,0.0,0.5819379984
2022-01-21 09:00:00+00:00,646.33,33.23,0.0298,0.47277908422500003
2022-01-21 10:00:00+00:00,443.02,32.52,0.0567,0.32476910159999994
2022-01-21 11:00:00+00:00,212.57,30.39,0.0782,0.156849557325
2022-01-21 12:00:00+00:00,23.52,27.2,0.1164,0.017523576
2022-01-22 01:00:00+00:00,20.45,16.08,0.009300000000000001,0.0157479315
2022-01-22 02:00:00+00:00,208.77,18.79,0.009300000000000001,0.159494538825
2022-01-22 03:00:00+00:00,440.27,22.84,0.009300000000000001,0.33234221220000004
2022-01-22 04:00:00+00:00,644.25,26.9,0.009300000000000001,0.48043333125
2022-01-22 05:00:00+00:00,793.72,29.5,0.0,0.587253585
2022-01-22 06:00:00+00:00,879.65,31.29,0.0,0.6472882533750001
2022-01-22 07:00:00+00:00,883.33,32.32,0.0,0.6479490549000001
2022-01-22 08:00:00+00:00,812.2,32.75,0.0,0.5949872625000001
2022-01-22 09:00:00+00:00,663.2,32.66,0.027000000000000003,0.48596974800000003
2022-01-22 10:00:00+00:00,460.25,32.08,0.0518,0.3378557175
2022-01-22 11:00:00+00:00,226.52,30.28,0.073,0.1671989424
2022-01-22 12:00:00+00:00,26.67,27.54,0.1052,0.019850080950000005
2022-01-23 01:00:00+00:00,20.15,17.53,0.2922,0.015451171124999998
2022-01-23 02:00:00+00:00,203.27,19.61,0.1999,0.15491765692499998
2022-01-23 03:00:00+00:00,430.9,22.07,0.17980000000000002,0.32601570825000004
2022-01-23 04:00:00+00:00,631.78,24.67,0.1674,0.47430409665
2022-01-23 05:00:00+00:00,795.6,27.03,0.08220000000000001,0.593066097
2022-01-23 06:00:00+00:00,883.12,28.97,0.0401,0.6544515306
2022-01-23 07:00:00+00:00,894.45,30.33,0.0012,0.6601108083750001
2022-01-23 08:00:00+00:00,820.22,31.04,0.0023,0.6040182102
2022-01-23 09:00:00+00:00,676.85,31.14,0.0034999999999999996,0.49828681725000007
2022-01-23 10:00:00+00:00,475.3,30.63,0.004699999999999999,0.35045413725
2022-01-23 11:00:00+00:00,238.57,28.81,0.0058,0.17688235867500002
2022-01-23 12:00:00+00:00,29.38,24.84,0.006999999999999999,0.0220455768
2022-01-24 01:00:00+00:00,20.52,16.87,0.17980000000000002,0.0157653621
2022-01-24 02:00:00+00:00,192.5,19.01,0.3151,0.14696941875
2022-01-24 03:00:00+00:00,404.12,21.6,0.4379,0.306181518
2022-01-24 04:00:00+00:00,599.47,23.94,0.5709000000000001,0.45103223594999997
2022-01-24 05:00:00+00:00,694.78,26.19,0.38549999999999995,0.5192247265500001
2022-01-24 06:00:00+00:00,868.03,28.04,0.23190000000000002,0.6450851747999999
2022-01-24 07:00:00+00:00,888.38,29.29,0.03,0.65770991205
2022-01-24 08:00:00+00:00,815.47,29.99,0.0064,0.602446810575
2022-01-24 09:00:00+00:00,668.45,30.19,0.006999999999999999,0.4935316751250001
2022-01-24 10:00:00+00:00,464.62,29.83,0.0075,0.34341574215
2022-01-24 11:00:00+00:00,228.52,28.58,0.008100000000000001,0.16954927139999998
2022-01-24 12:00:00+00:00,27.17,26.51,0.0087,0.020285189925000002
2022-01-25 01:00:00+00:00,20.08,15.02,0.0105,0.015510896399999998
2022-01-25 02:00:00+00:00,205.85,17.59,0.016399999999999998,0.157819534125
2022-01-25 03:00:00+00:00,441.17,21.49,0.0223,0.33436164007499997
2022-01-25 04:00:00+00:00,646.35,24.42,0.0282,0.48560598675
2022-01-25 05:00:00+00:00,796.55,26.5,0.0452,0.59472414375
2022-01-25 06:00:00+00:00,848.2,28.14,0.08130000000000001,0.630157467
2022-01-25 07:00:00+00:00,853.92,29.24,0.0321,0.6322936032
2022-01-25 08:00:00+00:00,777.45,29.77,0.034,0.5747435178750001
2022-01-25 09:00:00+00:00,628.15,29.84,0.061200000000000004,0.4642719465
2022-01-25 10:00:00+00:00,426.85,29.44,0.0361,0.3158732685
2022-01-25 11:00:00+00:00,205.57,28.37,0.0426,0.152618765475
2022-01-25 12:00:00+00:00,23.52,25.35,0.0236,0.017621478
2022-01-26 01:00:00+00:00,15.88,18.21,0.2016,0.0121526067
2022-01-26 02:00:00+00:00,147.25,20.07,0.3175,0.112070870625
2022-01-26 03:00:00+00:00,317.83,23.14,0.4451,0.23970261854999997
2022-01-26 04:00:00+00:00,480.9,25.65,0.5478999999999999,0.35997168374999994
2022-01-26 05:00:00+00:00,572.95,27.44,0.6706,0.42656700450000007
2022-01-26 06:00:00+00:00,606.65,28.29,0.8271,0.450496773375
2022-01-26 07:00:00+00:00,647.6,28.66,0.6559999999999999,0.48036701400000004
2022-01-26 08:00:00+00:00,584.12,28.72,0.5415,0.4332009156
2022-01-26 09:00:00+00:00,463.33,28.5,0.4921,0.34384877625
2022-01-26 10:00:00+00:00,304.62,27.83,0.4547,0.22652533215
2022-01-26 11:00:00+00:00,146.48,26.68,0.40090000000000003,0.1093063056
2022-01-26 12:00:00+00:00,18.42,24.55,0.3655,0.013833650250000001
2022-01-27 01:00:00+00:00,11.9,18.9,0.6716,0.0090883275
2022-01-27 02:00:00+00:00,100.57,20.42,0.7923,0.07646387385
2022-01-27 03:00:00+00:00,217.62,22.5,0.8883,0.1644391125
2022-01-27 04:00:00+00:00,351.98,24.72,0.981,0.2642067474
2022-01-27 05:00:00+00:00,489.25,26.67,0.9909,0.365099143125
2022-01-27 06:00:00+00:00,578.12,27.88,0.866,0.4298437824
2022-01-27 07:00:00+00:00,614.22,28.74,0.8972,0.4554963387
2022-01-27 08:00:00+00:00,597.62,29.18,0.6960999999999999,0.44259438390000005
2022-01-27 09:00:00+00:00,468.12,29.14,0.9395,0.3467294622
2022-01-27 10:00:00+00:00,290.62,28.52,0.7670999999999999,0.2156632896
2022-01-27 11:00:00+00:00,141.12,27.32,0.5814,0.10510335359999999
2022-01-27 12:00:00+00:00,20.0,24.48,0.3936,0.0150234
2022-01-28 01:00:00+00:00,16.35,17.65,0.5234000000000001,0.012532888124999997
2022-01-28 02:00:00+00:00,162.55,19.12,0.39770000000000005,0.12406303650000002
2022-01-28 03:00:00+00:00,364.25,21.7,0.3368,0.27589205625
2022-01-28 04:00:00+00:00,562.33,24.23,0.266,0.422721736725
2022-01-28 05:00:00+00:00,764.0,26.43,0.19440000000000002,0.5705418299999999
2022-01-28 06:00:00+00:00,837.97,28.03,0.0891,0.6227646395249999
2022-01-28 07:00:00+00:00,840.83,29.16,0.1253,0.6227523312000001
2022-01-28 08:00:00+00:00,737.88,29.72,0.1471,0.5455737144
2022-01-28 09:00:00+00:00,596.7,29.76,0.2257,0.44113434300000004
2022-01-28 10:00:00+00:00,404.58,29.07,0.1865,0.29973005865
2022-01-28 11:00:00+00:00,193.73,27.49,0.1177,0.144212127675
2022-01-28 12:00:00+00:00,24.23,23.28,0.106,0.018266270100000002
2022-01-29 01:00:00+00:00,18.3,16.13,0.011699999999999999,0.014090222250000001
2022-01-29 02:00:00+00:00,191.7,18.64,0.018799999999999997,0.14651822699999997
2022-01-29 03:00:00+00:00,417.62,21.79,0.0258,0.31623126045000005
2022-01-29 04:00:00+00:00,627.28,24.61,0.0329,0.47101043819999994
2022-01-29 05:00:00+00:00,782.92,26.93,0.0191,0.5837901699
2022-01-29 06:00:00+00:00,883.6,28.7,0.0315,0.6553440300000001
2022-01-29 07:00:00+00:00,884.95,29.88,0.043899999999999995,0.653995749
2022-01-29 08:00:00+00:00,801.9,30.52,0.061200000000000004,0.591465402
2022-01-29 09:00:00+00:00,640.5,30.55,0.1304,0.47237675625
2022-01-29 10:00:00+00:00,447.0,29.93,0.0788,0.3302916525
2022-01-29 11:00:00+00:00,217.82,28.53,0.0674,0.16163496465
2022-01-29 12:00:00+00:00,28.48,24.57,0.036699999999999997,0.0213875544
2022-01-30 01:00:00+00:00,17.9,17.27,0.18239999999999998,0.01373632575
2022-01-30 02:00:00+00:00,186.3,19.8,0.09910000000000001,0.14190471000000002
2022-01-30 03:00:00+00:00,410.67,23.92,0.1003,0.3090004281
2022-01-30 04:00:00+00:00,627.33,26.81,0.019299999999999998,0.467942698575
2022-01-30 05:00:00+00:00,774.42,28.96,0.0467,0.5739149177999999
2022-01-30 06:00:00+00:00,855.17,30.55,0.0774,0.6306985646249998
2022-01-30 07:00:00+00:00,851.85,31.57,0.13699999999999998,0.6262950273750001
2022-01-30 08:00:00+00:00,781.88,32.09,0.15960000000000002,0.5739370592999999
2022-01-30 09:00:00+00:00,641.03,32.09,0.14400000000000002,0.47054646892499996
2022-01-30 10:00:00+00:00,439.33,31.59,0.10490000000000001,0.322983334425
