timestamp,plant_id,plant_type,cluster_id,GHI,temperature,cloud_cover,wind_speed,wind_direction,generation_mw,capacity_mw,season,clearsky_GHI,CMF,power_curve_fraction
2023-01-01 06:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,22.51,0.7237006082893988,,,0.0,120,0,0.0,,
2023-01-01 07:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.37,,7.799,88.2,14.271,100,0,,,0.27909100000000003
2023-01-01 07:00:00+05:30,GAD_W2,wind,C2_Gadag,,18.77,,4.73,234.4,0.92,80,0,,,0.047010000000000024
2023-01-01 07:00:00+05:30,MIX_S1,solar,C1_Pavagada,5.27,23.17,0.677,,,0.356,90,0,6.650487605923752,0.7924230992184516,
2023-01-01 07:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.01,,4.76,175.2,1.152,60,0,,,0.048119999999999996
2023-01-01 07:00:00+05:30,PVG_S1,solar,C1_Pavagada,55.32,23.53,0.017,,,6.224,150,0,6.710644217279726,1.0,
2023-01-01 07:00:00+05:30,PVG_S2,solar,C1_Pavagada,10.55,23.39,0.833,,,0.949,120,0,6.9281688089825195,1.0,
2023-01-01 08:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.45,,9.688,327.3,40.941,100,0,,,0.5283840000000001
2023-01-01 08:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.55,,7.981,260.1,12.899,80,0,,,0.298929
2023-01-01 08:00:00+05:30,MIX_S1,solar,C1_Pavagada,61.34,23.96,0.766,,,4.14,90,0,210.60404263940586,0.29125746700421007,
2023-01-01 08:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.83,,4.406,99.9,0.51,60,0,,,0.03502199999999999
2023-01-01 08:00:00+05:30,PVG_S1,solar,C1_Pavagada,163.42,21.06,0.004,,,18.385,150,0,210.88599099215264,0.7749210804907428,
2023-01-01 08:00:00+05:30,PVG_S2,solar,C1_Pavagada,16.48,22.78,0.99,,,1.483,120,0,211.66519117030222,0.0778588104585438,
2023-01-01 09:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.09,,3.568,255.2,0.502,100,0,,,0.011360000000000002
2023-01-01 09:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.54,,2.66,191.1,0.0,80,0,,,0.0
2023-01-01 09:00:00+05:30,MIX_S1,solar,C1_Pavagada,13.87,19.46,0.132,,,0.937,90,0,449.9802886183163,0.030823572389333823,
2023-01-01 09:00:00+05:30,MIX_W1,wind,C2_Gadag,,26.2,,2.905,247.7,0.0,60,0,,,0.0
2023-01-01 09:00:00+05:30,PVG_S1,solar,C1_Pavagada,43.18,23.09,0.173,,,4.858,150,0,450.33848402464514,0.09588343331021415,
2023-01-01 09:00:00+05:30,PVG_S2,solar,C1_Pavagada,7.52,19.93,0.598,,,0.677,120,0,451.1478888170103,0.016668591799728405,
2023-01-01 10:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.24,,8.679,162.0,24.681,100,0,,,0.388591
2023-01-01 10:00:00+05:30,GAD_W2,wind,C2_Gadag,,25.06,,5.354,152.5,1.646,80,0,,,0.076824
2023-01-01 10:00:00+05:30,MIX_S1,solar,C1_Pavagada,57.76,24.98,0.987,,,3.899,90,0,649.7155208100633,0.08890044665699999,
2023-01-01 10:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.31,,9.645,270.4,24.557,60,0,,,0.5222349999999999
2023-01-01 10:00:00+05:30,PVG_S1,solar,C1_Pavagada,226.1,21.07,0.0,,,25.436,150,0,650.0982801199148,0.3477935673946013,
2023-01-01 10:00:00+05:30,PVG_S2,solar,C1_Pavagada,66.96,23.3,0.973,,,6.026,120,0,650.82845135223,0.10288425446195049,
2023-01-01 11:00:00+05:30,GAD_W1,wind,C2_Gadag,,18.3,,4.947,263.3,1.211,100,0,,,0.055039000000000005
2023-01-01 11:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.18,,9.207,244.5,26.734,80,0,,,0.4596010000000001
2023-01-01 11:00:00+05:30,MIX_S1,solar,C1_Pavagada,88.54,22.8,0.46,,,5.976,90,0,789.7544861931997,0.11211079081903466,
2023-01-01 11:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.16,,7.846,66.5,10.107,60,0,,,0.28421399999999997
2023-01-01 11:00:00+05:30,PVG_S1,solar,C1_Pavagada,95.75,21.07,0.459,,,10.772,150,0,790.1149178681923,0.12118490340410597,
2023-01-01 11:00:00+05:30,PVG_S2,solar,C1_Pavagada,185.12,22.85,0.683,,,16.661,120,0,790.6898088966341,0.2341246819132843,
2023-01-01 12:00:00+05:30,GAD_W1,wind,C2_Gadag,,23.06,,4.524,189.8,0.0,100,0,,,0.039388000000000006
2023-01-01 12:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.66,,8.122,248.7,14.502,80,0,,,0.31673799999999996
2023-01-01 12:00:00+05:30,MIX_S1,solar,C1_Pavagada,97.81,23.88,0.907,,,6.602,90,0,858.9432015559642,0.11387248868472152,
2023-01-01 12:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.38,,7.164,290.4,5.7,60,0,,,0.20987599999999998
2023-01-01 12:00:00+05:30,PVG_S1,solar,C1_Pavagada,70.8,22.48,0.666,,,7.965,150,0,859.2371259443177,0.08239867419856826,
2023-01-01 12:00:00+05:30,PVG_S2,solar,C1_Pavagada,250.52,19.86,0.03,,,22.546,120,0,859.5963994781,0.2914390988050928,
2023-01-01 13:00:00+05:30,GAD_W1,wind,C2_Gadag,,19.53,,9.573,103.4,39.15,100,0,,,0.511939
2023-01-01 13:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.92,,9.108,246.8,25.648,80,0,,,0.44544400000000006
2023-01-01 13:00:00+05:30,MIX_S1,solar,C1_Pavagada,47.0,24.05,0.989,,,3.172,90,0,852.0891027105015,0.05515855073195123,
2023-01-01 13:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.85,,10.382,217.2,32.797,60,0,,,0.6287719999999999
2023-01-01 13:00:00+05:30,PVG_S1,solar,C1_Pavagada,364.03,18.17,0.206,,,40.954,150,0,852.277406758397,0.4271261881557714,
2023-01-01 13:00:00+05:30,PVG_S2,solar,C1_Pavagada,122.58,20.43,1.0,,,11.032,120,0,852.3772936053563,0.1438095558382548,
2023-01-01 14:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.68,,5.599,36.5,1.614,100,0,,,0.09054400000000001
2023-01-01 14:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.7,,3.383,92.5,0.0,80,0,,,0.00766
2023-01-01 14:00:00+05:30,MIX_S1,solar,C1_Pavagada,33.6,22.62,0.785,,,2.268,90,0,769.6974925741487,0.0436535136520055,
2023-01-01 14:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.07,,4.77,187.6,0.45,60,0,,,0.04848999999999999
2023-01-01 14:00:00+05:30,PVG_S1,solar,C1_Pavagada,75.34,18.55,0.441,,,8.475,150,0,769.7489022341064,0.09787607332902255,
2023-01-01 14:00:00+05:30,PVG_S2,solar,C1_Pavagada,78.25,23.38,0.653,,,7.042,120,0,769.564869761407,0.10168083689197031,
2023-01-01 15:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.85,,4.828,125.2,0.0,100,0,,,0.050636000000000014
2023-01-01 15:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.64,,6.062,256.8,2.068,80,0,,,0.11789800000000003
2023-01-01 15:00:00+05:30,MIX_S1,solar,C1_Pavagada,29.73,22.89,0.601,,,2.007,90,0,617.9827465688834,0.04810813920787374,
2023-01-01 15:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.63,,6.809,88.9,4.121,60,0,,,0.176911
2023-01-01 15:00:00+05:30,PVG_S1,solar,C1_Pavagada,50.18,20.88,1.0,,,5.645,150,0,617.8767917643914,0.08121360224051694,
2023-01-01 15:00:00+05:30,PVG_S2,solar,C1_Pavagada,59.08,21.53,0.829,,,5.317,120,0,617.4066515494033,0.09569057905634269,
2023-01-01 16:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.75,,2.709,77.4,0.0,100,0,,,0.0
2023-01-01 16:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.69,,5.439,152.6,1.356,80,0,,,0.081584
2023-01-01 16:00:00+05:30,MIX_S1,solar,C1_Pavagada,37.28,23.04,0.916,,,2.516,90,0,409.2851517360552,0.09108564002840148,
2023-01-01 16:00:00+05:30,MIX_W1,wind,C2_Gadag,,17.46,,9.451,237.5,22.237,60,0,,,0.49449300000000007
2023-01-01 16:00:00+05:30,PVG_S1,solar,C1_Pavagada,11.63,19.97,0.53,,,1.309,150,0,409.01725992737346,0.0284340078999724,
2023-01-01 16:00:00+05:30,PVG_S2,solar,C1_Pavagada,96.85,25.18,0.615,,,8.712,120,0,408.2884812471805,0.2372097290233529,
2023-01-01 17:00:00+05:30,GAD_W1,wind,C2_Gadag,,19.4,,5.821,57.7,3.514,100,0,,,0.10297599999999998
2023-01-01 17:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.43,,16.105,238.6,79.97,80,0,,,1.0
2023-01-01 17:00:00+05:30,MIX_S1,solar,C1_Pavagada,8.86,21.29,0.218,,,0.598,90,0,166.61271912005247,0.05317721268095951,
2023-01-01 17:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.74,,5.418,129.4,1.338,60,0,,,0.08040800000000001
2023-01-01 17:00:00+05:30,PVG_S1,solar,C1_Pavagada,18.83,22.63,0.758,,,2.118,150,0,166.22223303083024,0.11328207819532472,
2023-01-01 17:00:00+05:30,PVG_S2,solar,C1_Pavagada,41.33,23.0,0.317,,,3.72,120,0,165.3449127072215,0.24996233221389516,
2023-01-01 18:00:00+05:30,GAD_W1,wind,C2_Gadag,,21.93,,3.302,26.8,1.035,100,0,,,0.006040000000000001
2023-01-01 18:00:00+05:30,GAD_W2,wind,C2_Gadag,,25.47,,2.35,180.7,0.0,80,0,,,0.0
2023-01-01 18:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,23.3,0.6344414429025655,,,0.0,90,0,0.12497585064874228,,
2023-01-01 18:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.81,,12.405,272.8,59.263,60,0,,,0.8916399999999999
2023-01-01 18:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.18,0.9759747887515946,,,0.0,150,0,0.11303398071343987,,
2023-01-01 18:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,21.03,0.0005269138257784,,,0.0,120,0,0.09081117886565275,,
2023-01-01 19:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.42,,14.556,311.7,100.0,100,0,,,0.988784
2023-01-01 19:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.32,,6.656,348.4,5.33,80,0,,,0.16482399999999997
2023-01-01 19:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.48,0.6567589007558966,,,0.0,90,0,0.0,,
2023-01-01 19:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.11,,5.188,63.2,2.058,60,0,,,0.06752799999999999
2023-01-01 19:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,19.18,0.006516947249028,,,0.0,150,0,0.0,,
2023-01-01 19:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,21.98,0.9999730052082532,,,0.0,120,0,0.0,,
2023-01-01 20:00:00+05:30,GAD_W1,wind,C2_Gadag,,18.6,,10.37,343.2,53.372,100,0,,,0.6270199999999998
2023-01-01 20:00:00+05:30,GAD_W2,wind,C2_Gadag,,18.36,,6.095,283.2,4.679,80,0,,,0.12050499999999999
2023-01-01 20:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,22.0,0.0993398182511861,,,0.0,90,0,0.0,,
2023-01-01 20:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.53,,6.951,223.2,4.908,60,0,,,0.188129
2023-01-01 20:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,24.93,0.459760526172349,,,0.0,150,0,0.0,,
2023-01-01 20:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,22.13,0.0904050447834772,,,0.0,120,0,0.0,,
2023-01-01 21:00:00+05:30,GAD_W1,wind,C2_Gadag,,23.19,,2.212,106.8,0.0,100,0,,,0.0
2023-01-01 21:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.37,,8.105,139.3,14.143,80,0,,,0.314545
2023-01-01 21:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,25.13,0.0260126209871695,,,0.0,90,0,0.0,,
2023-01-01 21:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.91,,4.934,304.0,0.225,60,0,,,0.05455800000000001
2023-01-01 21:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,21.55,0.9640975601582926,,,0.0,150,0,0.0,,
2023-01-01 21:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.54,0.9897488510726768,,,0.0,120,0,0.0,,
2023-01-01 22:00:00+05:30,GAD_W1,wind,C2_Gadag,,18.43,,9.849,193.5,43.889,100,0,,,0.551407
2023-01-01 22:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.39,,4.989,237.9,1.021,80,0,,,0.056593000000000004
2023-01-01 22:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.93,0.9294963407186452,,,0.0,90,0,0.0,,
2023-01-01 22:00:00+05:30,MIX_W1,wind,C2_Gadag,,20.65,,6.434,245.7,4.16,60,0,,,0.14728600000000003
2023-01-01 22:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,22.14,0.0427432495776733,,,0.0,150,0,0.0,,
2023-01-01 22:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.17,0.9677675556623272,,,0.0,120,0,0.0,,
2023-01-01 23:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.02,,6.995,276.3,9.346,100,0,,,0.19160500000000003
2023-01-01 23:00:00+05:30,GAD_W2,wind,C2_Gadag,,25.29,,4.446,140.7,0.793,80,0,,,0.03650199999999999
2023-01-01 23:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,22.83,0.7073525514137052,,,0.0,90,0,0.0,,
2023-01-01 23:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.4,,16.205,206.7,60.0,60,0,,,1.0
2023-01-01 23:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,19.15,0.1610765398408824,,,0.0,150,0,0.0,,
2023-01-01 23:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,23.4,0.0004893545448359,,,0.0,120,0,0.0,,
2023-01-02 00:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.67,,6.718,81.4,5.782,100,0,,,0.169722
2023-01-02 00:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.84,,15.676,191.3,80.0,80,0,,,0.99838
2023-01-02 00:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.65,0.9781010627229816,,,0.0,90,0,0.0,,
2023-01-02 00:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.75,,1.99,207.8,0.0,60,0,,,0.0
2023-01-02 00:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.91,0.2965317430614872,,,0.0,150,0,0.0,,
2023-01-02 00:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,23.69,0.3112238474907319,,,0.0,120,0,0.0,,
2023-01-02 01:00:00+05:30,GAD_W1,wind,C2_Gadag,,23.02,,3.243,9.0,1.076,100,0,,,0.004859999999999998
2023-01-02 01:00:00+05:30,GAD_W2,wind,C2_Gadag,,24.32,,7.311,158.9,8.369,80,0,,,0.225899
2023-01-02 01:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.27,0.0662900270752566,,,0.0,90,0,0.0,,
2023-01-02 01:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.05,,7.085,59.0,6.117,60,0,,,0.201265
2023-01-02 01:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,22.22,0.9993272805503136,,,0.0,150,0,0.0,,
2023-01-02 01:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,23.21,0.1577574425455837,,,0.0,120,0,0.0,,
2023-01-02 02:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.68,,5.562,227.6,1.664,100,0,,,0.08847200000000002
2023-01-02 02:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.93,,10.708,239.2,50.111,80,0,,,0.676368
2023-01-02 02:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,25.86,0.5342778623733776,,,0.0,90,0,0.0,,
2023-01-02 02:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.84,,8.781,104.0,15.762,60,0,,,0.4017490000000001
2023-01-02 02:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,19.7,0.994390936557081,,,0.0,150,0,0.0,,
2023-01-02 02:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,25.03,0.5494157208532026,,,0.0,120,0,0.0,,
2023-01-02 03:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.95,,11.156,14.6,74.885,100,0,,,0.740372
2023-01-02 03:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.79,,11.444,354.9,66.169,80,0,,,0.7798280000000001
2023-01-02 03:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,19.07,0.992095599145804,,,0.0,90,0,0.0,,
2023-01-02 03:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.47,,4.608,173.5,0.627,60,0,,,0.04249599999999999
2023-01-02 03:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,22.75,0.9984713691583568,,,0.0,150,0,0.0,,
2023-01-02 03:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.92,0.9999998098508938,,,0.0,120,0,0.0,,
2023-01-02 04:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.46,,12.563,292.8,99.008,100,0,,,0.905544
2023-01-02 04:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.24,,8.518,195.4,18.156,80,0,,,0.3678220000000001
2023-01-02 04:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,22.1,0.2461393308140187,,,0.0,90,0,0.0,,
2023-01-02 04:00:00+05:30,MIX_W1,wind,C2_Gadag,,20.3,,8.545,155.0,13.1,60,0,,,0.371305
2023-01-02 04:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.8,0.3060429565793843,,,0.0,150,0,0.0,,
2023-01-02 04:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,25.35,0.3850846069488329,,,0.0,120,0,0.0,,
2023-01-02 05:00:00+05:30,GAD_W1,wind,C2_Gadag,,19.0,,4.366,28.9,2.221,100,0,,,0.03354199999999999
2023-01-02 05:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.97,,1.746,165.8,0.0,80,0,,,0.0
2023-01-02 05:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,19.6,0.0039682598178695,,,0.0,90,0,0.0,,
2023-01-02 05:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.2,,17.841,257.3,59.775,60,0,,,1.0
2023-01-02 05:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,21.42,0.9999793825558924,,,0.0,150,0,0.0,,
2023-01-02 05:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.2,0.8442459022053055,,,0.0,120,0,0.0,,
2023-01-02 06:00:00+05:30,GAD_W1,wind,C2_Gadag,,21.65,,9.736,192.0,42.13,100,0,,,0.5352480000000001
2023-01-02 06:00:00+05:30,GAD_W2,wind,C2_Gadag,,18.94,,8.596,179.5,18.552,80,0,,,0.377884
2023-01-02 06:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,24.51,0.972101734278847,,,0.0,90,0,0.0,,
2023-01-02 06:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.72,,8.993,241.2,17.612,60,0,,,0.42909700000000006
2023-01-02 06:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.8,0.0054054416947828,,,0.0,150,0,0.0,,
2023-01-02 06:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,19.97,0.0115103023686965,,,0.0,120,0,0.0,,
2023-01-02 07:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.62,,2.241,163.8,0.0,100,0,,,0.0
2023-01-02 07:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.35,,4.478,129.9,0.308,80,0,,,0.037686
2023-01-02 07:00:00+05:30,MIX_S1,solar,C1_Pavagada,7.1,21.88,0.979,,,0.479,90,0,6.195167162742086,1.0,
2023-01-02 07:00:00+05:30,MIX_W1,wind,C2_Gadag,,24.86,,8.628,181.4,15.075,60,0,,,0.382012
2023-01-02 07:00:00+05:30,PVG_S1,solar,C1_Pavagada,2.89,25.7,1.0,,,0.325,150,0,6.253034253355757,0.4621756227305249,
2023-01-02 07:00:00+05:30,PVG_S2,solar,C1_Pavagada,61.92,18.48,0.019,,,5.573,120,0,6.462247463684187,1.0,
2023-01-02 08:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.98,,7.916,326.4,17.065,100,0,,,0.29184400000000005
2023-01-02 08:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.98,,7.104,53.9,7.816,80,0,,,0.20333600000000002
2023-01-02 08:00:00+05:30,MIX_S1,solar,C1_Pavagada,55.59,21.06,0.739,,,3.752,90,0,209.31444739639804,0.2655812854366622,
2023-01-02 08:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.81,,6.122,275.0,2.445,60,0,,,0.122638
2023-01-02 08:00:00+05:30,PVG_S1,solar,C1_Pavagada,46.57,21.97,1.0,,,5.239,150,0,209.59668829450024,0.22218862511112483,
2023-01-02 08:00:00+05:30,PVG_S2,solar,C1_Pavagada,58.41,21.11,0.147,,,5.256,120,0,210.3765750839973,0.27764498008715355,
2023-01-02 09:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.6,,3.741,61.7,1.448,100,0,,,0.014820000000000002
2023-01-02 09:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.33,,11.547,341.8,68.56,80,0,,,0.7939390000000001
