timestamp,plant_id,plant_type,cluster_id,GHI,temperature,cloud_cover,wind_speed,wind_direction,generation_mw,capacity_mw,season
2023-01-01 06:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.35,,10.59,307.3,48.314,80,0
2023-01-01 06:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,20.94,0.0,,,0.0,90,0
2023-01-01 06:00:00+05:30,MIX_W1,wind,C2_Gadag,,20.3,,9.441,271.8,21.995,60,0
2023-01-01 06:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,25.16,0.043226851042996145,,,0.0,150,0
2023-01-01 06:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,22.51,0.7237006082893988,,,0.0,120,0
2023-01-01 07:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.37,,7.799,88.2,14.271,100,0
2023-01-01 07:00:00+05:30,GAD_W2,wind,C2_Gadag,,18.77,,4.73,234.4,0.92,80,0
2023-01-01 07:00:00+05:30,MIX_S1,solar,C1_Pavagada,5.27,23.17,0.677,,,0.356,90,0
2023-01-01 07:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.01,,4.76,175.2,1.152,60,0
2023-01-01 07:00:00+05:30,PVG_S1,solar,C1_Pavagada,55.32,23.53,0.017,,,6.224,150,0
2023-01-01 07:00:00+05:30,PVG_S2,solar,C1_Pavagada,10.55,23.39,0.833,,,0.949,120,0
2023-01-01 08:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.45,,9.688,327.3,40.941,100,0
2023-01-01 08:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.55,,7.981,260.1,12.899,80,0
2023-01-01 08:00:00+05:30,MIX_S1,solar,C1_Pavagada,61.34,23.96,0.766,,,4.14,90,0
2023-01-01 08:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.83,,4.406,99.9,0.51,60,0
2023-01-01 08:00:00+05:30,PVG_S1,solar,C1_Pavagada,163.42,21.06,0.004,,,18.385,150,0
2023-01-01 08:00:00+05:30,PVG_S2,solar,C1_Pavagada,16.48,22.78,0.99,,,1.483,120,0
2023-01-01 09:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.09,,3.568,255.2,0.502,100,0
2023-01-01 09:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.54,,2.66,191.1,0.0,80,0
2023-01-01 09:00:00+05:30,MIX_S1,solar,C1_Pavagada,13.87,19.46,0.132,,,0.937,90,0
2023-01-01 09:00:00+05:30,MIX_W1,wind,C2_Gadag,,26.2,,2.905,247.7,0.0,60,0
2023-01-01 09:00:00+05:30,PVG_S1,solar,C1_Pavagada,43.18,23.09,0.173,,,4.858,150,0
2023-01-01 09:00:00+05:30,PVG_S2,solar,C1_Pavagada,7.52,19.93,0.598,,,0.677,120,0
2023-01-01 10:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.24,,8.679,162.0,24.681,100,0
2023-01-01 10:00:00+05:30,GAD_W2,wind,C2_Gadag,,25.06,,5.354,152.5,1.646,80,0
2023-01-01 10:00:00+05:30,MIX_S1,solar,C1_Pavagada,57.76,24.98,0.987,,,3.899,90,0
2023-01-01 10:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.31,,9.645,270.4,24.557,60,0
2023-01-01 10:00:00+05:30,PVG_S1,solar,C1_Pavagada,226.1,21.07,0.0,,,25.436,150,0
2023-01-01 10:00:00+05:30,PVG_S2,solar,C1_Pavagada,66.96,23.3,0.973,,,6.026,120,0
2023-01-01 11:00:00+05:30,GAD_W1,wind,C2_Gadag,,18.3,,4.947,263.3,1.211,100,0
2023-01-01 11:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.18,,9.207,244.5,26.734,80,0
2023-01-01 11:00:00+05:30,MIX_S1,solar,C1_Pavagada,88.54,22.8,0.46,,,5.976,90,0
2023-01-01 11:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.16,,7.846,66.5,10.107,60,0
2023-01-01 11:00:00+05:30,PVG_S1,solar,C1_Pavagada,95.75,21.07,0.459,,,10.772,150,0
2023-01-01 11:00:00+05:30,PVG_S2,solar,C1_Pavagada,185.12,22.85,0.683,,,16.661,120,0
2023-01-01 12:00:00+05:30,GAD_W1,wind,C2_Gadag,,23.06,,4.524,189.8,0.0,100,0
2023-01-01 12:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.66,,8.122,248.7,14.502,80,0
2023-01-01 12:00:00+05:30,MIX_S1,solar,C1_Pavagada,97.81,23.88,0.907,,,6.602,90,0
2023-01-01 12:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.38,,7.164,290.4,5.7,60,0
2023-01-01 12:00:00+05:30,PVG_S1,solar,C1_Pavagada,70.8,22.48,0.666,,,7.965,150,0
2023-01-01 12:00:00+05:30,PVG_S2,solar,C1_Pavagada,250.52,19.86,0.03,,,22.546,120,0
2023-01-01 13:00:00+05:30,GAD_W1,wind,C2_Gadag,,19.53,,9.573,103.4,39.15,100,0
2023-01-01 13:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.92,,9.108,246.8,25.648,80,0
2023-01-01 13:00:00+05:30,MIX_S1,solar,C1_Pavagada,47.0,24.05,0.989,,,3.172,90,0
2023-01-01 13:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.85,,10.382,217.2,32.797,60,0
2023-01-01 13:00:00+05:30,PVG_S1,solar,C1_Pavagada,364.03,18.17,0.206,,,40.954,150,0
2023-01-01 13:00:00+05:30,PVG_S2,solar,C1_Pavagada,122.58,20.43,1.0,,,11.032,120,0
2023-01-01 14:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.68,,5.599,36.5,1.614,100,0
2023-01-01 14:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.7,,3.383,92.5,0.0,80,0
2023-01-01 14:00:00+05:30,MIX_S1,solar,C1_Pavagada,33.6,22.62,0.785,,,2.268,90,0
2023-01-01 14:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.07,,4.77,187.6,0.45,60,0
2023-01-01 14:00:00+05:30,PVG_S1,solar,C1_Pavagada,75.34,18.55,0.441,,,8.475,150,0
2023-01-01 14:00:00+05:30,PVG_S2,solar,C1_Pavagada,78.25,23.38,0.653,,,7.042,120,0
2023-01-01 15:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.85,,4.828,125.2,0.0,100,0
2023-01-01 15:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.64,,6.062,256.8,2.068,80,0
2023-01-01 15:00:00+05:30,MIX_S1,solar,C1_Pavagada,29.73,22.89,0.601,,,2.007,90,0
2023-01-01 15:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.63,,6.809,88.9,4.121,60,0
2023-01-01 15:00:00+05:30,PVG_S1,solar,C1_Pavagada,50.18,20.88,1.0,,,5.645,150,0
2023-01-01 15:00:00+05:30,PVG_S2,solar,C1_Pavagada,59.08,21.53,0.829,,,5.317,120,0
2023-01-01 16:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.75,,2.709,77.4,0.0,100,0
2023-01-01 16:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.69,,5.439,152.6,1.356,80,0
2023-01-01 16:00:00+05:30,MIX_S1,solar,C1_Pavagada,37.28,23.04,0.916,,,2.516,90,0
2023-01-01 16:00:00+05:30,MIX_W1,wind,C2_Gadag,,17.46,,9.451,237.5,22.237,60,0
2023-01-01 16:00:00+05:30,PVG_S1,solar,C1_Pavagada,11.63,19.97,0.53,,,1.309,150,0
2023-01-01 16:00:00+05:30,PVG_S2,solar,C1_Pavagada,96.85,25.18,0.615,,,8.712,120,0
2023-01-01 17:00:00+05:30,GAD_W1,wind,C2_Gadag,,19.4,,5.821,57.7,3.514,100,0
2023-01-01 17:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.43,,16.105,238.6,79.97,80,0
2023-01-01 17:00:00+05:30,MIX_S1,solar,C1_Pavagada,8.86,21.29,0.218,,,0.598,90,0
2023-01-01 17:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.74,,5.418,129.4,1.338,60,0
2023-01-01 17:00:00+05:30,PVG_S1,solar,C1_Pavagada,18.83,22.63,0.758,,,2.118,150,0
2023-01-01 17:00:00+05:30,PVG_S2,solar,C1_Pavagada,41.33,23.0,0.317,,,3.72,120,0
2023-01-01 18:00:00+05:30,GAD_W1,wind,C2_Gadag,,21.93,,3.302,26.8,1.035,100,0
2023-01-01 18:00:00+05:30,GAD_W2,wind,C2_Gadag,,25.47,,2.35,180.7,0.0,80,0
2023-01-01 18:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,23.3,0.6344414429025655,,,0.0,90,0
2023-01-01 18:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.81,,12.405,272.8,59.263,60,0
2023-01-01 18:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.18,0.9759747887515946,,,0.0,150,0
2023-01-01 18:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,21.03,0.0005269138257784319,,,0.0,120,0
2023-01-01 19:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.42,,14.556,311.7,100.0,100,0
2023-01-01 19:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.32,,6.656,348.4,5.33,80,0
2023-01-01 19:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.48,0.6567589007558966,,,0.0,90,0
2023-01-01 19:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.11,,5.188,63.2,2.058,60,0
2023-01-01 19:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,19.18,0.00651694724902809,,,0.0,150,0
2023-01-01 19:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,21.98,0.9999730052082532,,,0.0,120,0
2023-01-01 20:00:00+05:30,GAD_W1,wind,C2_Gadag,,18.6,,10.37,343.2,53.372,100,0
2023-01-01 20:00:00+05:30,GAD_W2,wind,C2_Gadag,,18.36,,6.095,283.2,4.679,80,0
2023-01-01 20:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,22.0,0.09933981825118618,,,0.0,90,0
2023-01-01 20:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.53,,6.951,223.2,4.908,60,0
2023-01-01 20:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,24.93,0.459760526172349,,,0.0,150,0
2023-01-01 20:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,22.13,0.09040504478347729,,,0.0,120,0
2023-01-01 21:00:00+05:30,GAD_W1,wind,C2_Gadag,,23.19,,2.212,106.8,0.0,100,0
2023-01-01 21:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.37,,8.105,139.3,14.143,80,0
2023-01-01 21:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,25.13,0.026012620987169596,,,0.0,90,0
2023-01-01 21:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.91,,4.934,304.0,0.225,60,0
2023-01-01 21:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,21.55,0.9640975601582926,,,0.0,150,0
2023-01-01 21:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.54,0.9897488510726767,,,0.0,120,0
2023-01-01 22:00:00+05:30,GAD_W1,wind,C2_Gadag,,18.43,,9.849,193.5,43.889,100,0
2023-01-01 22:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.39,,4.989,237.9,1.021,80,0
2023-01-01 22:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.93,0.9294963407186453,,,0.0,90,0
2023-01-01 22:00:00+05:30,MIX_W1,wind,C2_Gadag,,20.65,,6.434,245.7,4.16,60,0
2023-01-01 22:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,22.14,0.04274324957767337,,,0.0,150,0
2023-01-01 22:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.17,0.9677675556623271,,,0.0,120,0
2023-01-01 23:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.02,,6.995,276.3,9.346,100,0
2023-01-01 23:00:00+05:30,GAD_W2,wind,C2_Gadag,,25.29,,4.446,140.7,0.793,80,0
2023-01-01 23:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,22.83,0.7073525514137052,,,0.0,90,0
2023-01-01 23:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.4,,16.205,206.7,60.0,60,0
2023-01-01 23:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,19.15,0.16107653984088247,,,0.0,150,0
2023-01-01 23:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,23.4,0.0004893545448359945,,,0.0,120,0
2023-01-02 00:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.67,,6.718,81.4,5.782,100,0
2023-01-02 00:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.84,,15.676,191.3,80.0,80,0
2023-01-02 00:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.65,0.9781010627229816,,,0.0,90,0
2023-01-02 00:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.75,,1.99,207.8,0.0,60,0
2023-01-02 00:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.91,0.2965317430614872,,,0.0,150,0
2023-01-02 00:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,23.69,0.3112238474907319,,,0.0,120,0
2023-01-02 01:00:00+05:30,GAD_W1,wind,C2_Gadag,,23.02,,3.243,9.0,1.076,100,0
2023-01-02 01:00:00+05:30,GAD_W2,wind,C2_Gadag,,24.32,,7.311,158.9,8.369,80,0
2023-01-02 01:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,21.27,0.06629002707525661,,,0.0,90,0
2023-01-02 01:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.05,,7.085,59.0,6.117,60,0
2023-01-02 01:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,22.22,0.9993272805503136,,,0.0,150,0
2023-01-02 01:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,23.21,0.1577574425455837,,,0.0,120,0
2023-01-02 02:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.68,,5.562,227.6,1.664,100,0
2023-01-02 02:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.93,,10.708,239.2,50.111,80,0
2023-01-02 02:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,25.86,0.5342778623733776,,,0.0,90,0
2023-01-02 02:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.84,,8.781,104.0,15.762,60,0
2023-01-02 02:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,19.7,0.994390936557081,,,0.0,150,0
2023-01-02 02:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,25.03,0.5494157208532026,,,0.0,120,0
2023-01-02 03:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.95,,11.156,14.6,74.885,100,0
2023-01-02 03:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.79,,11.444,354.9,66.169,80,0
2023-01-02 03:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,19.07,0.9920955991458041,,,0.0,90,0
2023-01-02 03:00:00+05:30,MIX_W1,wind,C2_Gadag,,25.47,,4.608,173.5,0.627,60,0
2023-01-02 03:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,22.75,0.9984713691583568,,,0.0,150,0
2023-01-02 03:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.92,0.9999998098508938,,,0.0,120,0
2023-01-02 04:00:00+05:30,GAD_W1,wind,C2_Gadag,,24.46,,12.563,292.8,99.008,100,0
2023-01-02 04:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.24,,8.518,195.4,18.156,80,0
2023-01-02 04:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,22.1,0.2461393308140187,,,0.0,90,0
2023-01-02 04:00:00+05:30,MIX_W1,wind,C2_Gadag,,20.3,,8.545,155.0,13.1,60,0
2023-01-02 04:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.8,0.30604295657938435,,,0.0,150,0
2023-01-02 04:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,25.35,0.38508460694883295,,,0.0,120,0
2023-01-02 05:00:00+05:30,GAD_W1,wind,C2_Gadag,,19.0,,4.366,28.9,2.221,100,0
2023-01-02 05:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.97,,1.746,165.8,0.0,80,0
2023-01-02 05:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,19.6,0.003968259817869583,,,0.0,90,0
2023-01-02 05:00:00+05:30,MIX_W1,wind,C2_Gadag,,23.2,,17.841,257.3,59.775,60,0
2023-01-02 05:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,21.42,0.9999793825558925,,,0.0,150,0
2023-01-02 05:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,20.2,0.8442459022053055,,,0.0,120,0
2023-01-02 06:00:00+05:30,GAD_W1,wind,C2_Gadag,,21.65,,9.736,192.0,42.13,100,0
2023-01-02 06:00:00+05:30,GAD_W2,wind,C2_Gadag,,18.94,,8.596,179.5,18.552,80,0
2023-01-02 06:00:00+05:30,MIX_S1,solar,C1_Pavagada,0.0,24.51,0.972101734278847,,,0.0,90,0
2023-01-02 06:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.72,,8.993,241.2,17.612,60,0
2023-01-02 06:00:00+05:30,PVG_S1,solar,C1_Pavagada,0.0,20.8,0.005405441694782815,,,0.0,150,0
2023-01-02 06:00:00+05:30,PVG_S2,solar,C1_Pavagada,0.0,19.97,0.011510302368696547,,,0.0,120,0
2023-01-02 07:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.62,,2.241,163.8,0.0,100,0
2023-01-02 07:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.35,,4.478,129.9,0.308,80,0
2023-01-02 07:00:00+05:30,MIX_S1,solar,C1_Pavagada,7.1,21.88,0.979,,,0.479,90,0
2023-01-02 07:00:00+05:30,MIX_W1,wind,C2_Gadag,,24.86,,8.628,181.4,15.075,60,0
2023-01-02 07:00:00+05:30,PVG_S1,solar,C1_Pavagada,2.89,25.7,1.0,,,0.325,150,0
2023-01-02 07:00:00+05:30,PVG_S2,solar,C1_Pavagada,61.92,18.48,0.019,,,5.573,120,0
2023-01-02 08:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.98,,7.916,326.4,17.065,100,0
2023-01-02 08:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.98,,7.104,53.9,7.816,80,0
2023-01-02 08:00:00+05:30,MIX_S1,solar,C1_Pavagada,55.59,21.06,0.739,,,3.752,90,0
2023-01-02 08:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.81,,6.122,275.0,2.445,60,0
2023-01-02 08:00:00+05:30,PVG_S1,solar,C1_Pavagada,46.57,21.97,1.0,,,5.239,150,0
2023-01-02 08:00:00+05:30,PVG_S2,solar,C1_Pavagada,58.41,21.11,0.147,,,5.256,120,0
2023-01-02 09:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.6,,3.741,61.7,1.448,100,0
2023-01-02 09:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.33,,11.547,341.8,68.56,80,0
2023-01-02 09:00:00+05:30,MIX_S1,solar,C1_Pavagada,340.44,18.33,0.002,,,22.98,90,0
2023-01-02 09:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.58,,4.599,163.8,0.969,60,0
2023-01-02 09:00:00+05:30,PVG_S1,solar,C1_Pavagada,10.71,19.88,0.994,,,1.205,150,0
2023-01-02 09:00:00+05:30,PVG_S2,solar,C1_Pavagada,39.26,20.99,1.0,,,3.534,120,0
2023-01-02 10:00:00+05:30,GAD_W1,wind,C2_Gadag,,21.35,,3.984,252.9,0.0,100,0
2023-01-02 10:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.07,,6.384,74.2,4.402,80,0
2023-01-02 10:00:00+05:30,MIX_S1,solar,C1_Pavagada,306.31,25.15,0.078,,,20.666,90,0
2023-01-02 10:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.17,,4.599,163.4,0.06,60,0
2023-01-02 10:00:00+05:30,PVG_S1,solar,C1_Pavagada,21.04,23.65,0.993,,,2.367,150,0
2023-01-02 10:00:00+05:30,PVG_S2,solar,C1_Pavagada,42.29,23.05,0.078,,,3.806,120,0
2023-01-02 11:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.46,,10.077,261.8,48.992,100,0
2023-01-02 11:00:00+05:30,GAD_W2,wind,C2_Gadag,,21.06,,3.941,46.4,0.0,80,0
2023-01-02 11:00:00+05:30,MIX_S1,solar,C1_Pavagada,163.56,19.34,0.152,,,11.04,90,0
2023-01-02 11:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.59,,19.881,189.1,59.959,60,0
2023-01-02 11:00:00+05:30,PVG_S1,solar,C1_Pavagada,472.67,19.56,0.0,,,53.175,150,0
2023-01-02 11:00:00+05:30,PVG_S2,solar,C1_Pavagada,660.84,22.49,0.0,,,59.476,120,0
2023-01-02 12:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.46,,6.463,342.9,4.67,100,0
2023-01-02 12:00:00+05:30,GAD_W2,wind,C2_Gadag,,20.88,,2.29,70.3,0.0,80,0
2023-01-02 12:00:00+05:30,MIX_S1,solar,C1_Pavagada,475.36,22.97,0.039,,,32.087,90,0
2023-01-02 12:00:00+05:30,MIX_W1,wind,C2_Gadag,,19.6,,8.56,69.6,14.308,60,0
2023-01-02 12:00:00+05:30,PVG_S1,solar,C1_Pavagada,103.87,22.42,0.604,,,11.686,150,0
2023-01-02 12:00:00+05:30,PVG_S2,solar,C1_Pavagada,378.65,19.61,0.004,,,34.078,120,0
2023-01-02 13:00:00+05:30,GAD_W1,wind,C2_Gadag,,22.63,,5.826,286.5,2.797,100,0
2023-01-02 13:00:00+05:30,GAD_W2,wind,C2_Gadag,,19.35,,6.022,141.0,2.092,80,0
2023-01-02 13:00:00+05:30,MIX_S1,solar,C1_Pavagada,218.43,23.86,0.224,,,14.744,90,0
2023-01-02 13:00:00+05:30,MIX_W1,wind,C2_Gadag,,22.91,,6.675,77.1,4.657,60,0
2023-01-02 13:00:00+05:30,PVG_S1,solar,C1_Pavagada,193.03,18.08,0.103,,,21.716,150,0
2023-01-02 13:00:00+05:30,PVG_S2,solar,C1_Pavagada,93.79,21.21,0.999,,,8.441,120,0
2023-01-02 14:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.84,,14.647,142.0,100.0,100,0
2023-01-02 14:00:00+05:30,GAD_W2,wind,C2_Gadag,,22.78,,4.828,140.0,0.112,80,0
2023-01-02 14:00:00+05:30,MIX_S1,solar,C1_Pavagada,30.16,26.35,1.0,,,2.028,90,0
2023-01-02 14:00:00+05:30,MIX_W1,wind,C2_Gadag,,21.58,,8.412,236.2,13.543,60,0
2023-01-02 14:00:00+05:30,PVG_S1,solar,C1_Pavagada,141.6,19.34,0.982,,,15.93,150,0
2023-01-02 14:00:00+05:30,PVG_S2,solar,C1_Pavagada,162.81,21.26,0.783,,,14.653,120,0
2023-01-02 15:00:00+05:30,GAD_W1,wind,C2_Gadag,,20.08,,5.913,7.2,2.481,100,0
2023-01-02 15:00:00+05:30,GAD_W2,wind,C2_Gadag,,23.15,,4.218,88.4,0.0,80,0
